Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,Asthma
6037532400,45,Los Angeles,90058,Vernon,-118.2109137,34.0029371,109.89
6037550000,1982,Los Angeles,90650,Norwalk,-118.0671761,33.9239459,48.8
6037551600,31,Los Angeles,90242,Downey,-118.1619504,33.9255374,50.47
6037574601,2276,Los Angeles,90840,Long Beach,-118.1148009,33.7837945,23.8
6037574700,133,Los Angeles,90815,Long Beach,-118.118648,33.7784358,23.8
6037575500,93,Los Angeles,90813,Long Beach,-118.2146254,33.7868656,105.77
6037599100,483,Los Angeles,90704,Unincorporated Los Angeles County area,-118.4584354,32.8977598,40.02
6037901003,4895,Los Angeles,93536,Lancaster,-118.2277779,34.6955698,60.67
6037910811,179,Los Angeles,93510,Unincorporated Los Angeles County area,-118.1235974,34.4083832,25.67
6037910812,363,Los Angeles,93550,Palmdale,-118.0967177,34.5024487,107.67
6037920011,172,Los Angeles,91390,Unincorporated Los Angeles County area,-118.4200954,34.5455872,22.27
6037920200,5393,Los Angeles,91384,Unincorporated Los Angeles County area,-118.5983695,34.465384,29.55
6037930101,90,Los Angeles,91011,Unincorporated Los Angeles County area,-118.1390988,34.256481,14.83
6037930200,461,Los Angeles,91342,Unincorporated Los Angeles County area,-118.2894308,34.3387926,31.56
6037930301,796,Los Angeles,93563,Unincorporated Los Angeles County area,-117.8661408,34.2803329,23.43
6037980001,0,Los Angeles,91505,Burbank,-118.3575364,34.1997155,NA
6037980002,0,Los Angeles,90745,Carson,-118.2386708,33.8104081,NA
6037980003,0,Los Angeles,93535,Unincorporated Los Angeles County area,-117.9667789,34.8098536,48.53
6037980004,0,Los Angeles,93550,Palmdale,-118.0947612,34.619832,69.91
6037980005,0,Los Angeles,90501,Torrance,-118.3273387,33.8534589,NA
6037980006,0,Los Angeles,90808,Long Beach,-118.0863795,33.814394,NA
6037980007,0,Los Angeles,90803,Long Beach,-118.1007408,33.7663042,NA
6037980008,68,Los Angeles,91406,Los Angeles,-118.4906762,34.2106318,77.98
6037980009,5,Los Angeles,90027,Los Angeles,-118.3009695,34.1412655,19.71
6037980013,0,Los Angeles,90245,El Segundo,-118.3871451,33.9164971,10.26
6037980014,9,Los Angeles,90744,Los Angeles,-118.2384201,33.7824778,76.44
6037980018,0,Los Angeles,90807,Long Beach,-118.1539086,33.8152519,13.39
6037980019,138,Los Angeles,90272,Los Angeles,-118.5442322,34.0874598,7.45
6037980020,0,Los Angeles,91352,Los Angeles,-118.303403,34.2266893,NA
6037980021,33,Los Angeles,91342,Los Angeles,-118.3812804,34.2700342,25.15
6037980022,0,Los Angeles,91344,Los Angeles,-118.4803023,34.3029687,20.33
6037980023,0,Los Angeles,91311,Los Angeles,-118.6324389,34.2367861,32.34
6037980024,223,Los Angeles,91406,Los Angeles,-118.4883751,34.1803242,44.79
6037980025,0,Los Angeles,90745,Carson,-118.240029,33.8433748,NA
6037980026,26,Los Angeles,91042,Los Angeles,-118.2633094,34.2734829,25.42
6037980028,0,Los Angeles,90045,Los Angeles,-118.417488,33.942108,24.48
6037980030,0,Los Angeles,90245,El Segundo,-118.4094782,33.9096235,NA
6037980031,1175,Los Angeles,90731,Los Angeles,-118.2627271,33.7338349,101.63
6037980033,16,Los Angeles,90802,Long Beach,-118.2203101,33.7443155,39.36
