OBJECTID_12,Join_Count,TARGET_FID,CT20,LABEL,NAME,SUP_NAME,DIST_SUP,CITYNAME_ALF,NAME_1,JURISDICTION,AREA_NUM,AREA_NAME,Shape__Area,Shape__Length
1111,1,1111,300702,3007.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,16835394.45,24822.94281
1112,1,1112,300800,3008,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,8990299.523,17208.45839
1113,1,1113,300901,3009.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,10180268.09,15955.16701
1114,2,1114,300902,3009.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,6440339.125,13621.54448
1115,2,1115,301000,3010,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3030691.082,7786.803583
1116,1,1116,301100,3011,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1969101.93,6794.940147
1117,1,1117,301203,3012.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,801622.8984,3876.90155
1118,1,1118,301204,3012.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,598714.1289,3200.213036
1119,1,1119,301205,3012.05,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1132417.883,4717.883598
1120,1,1120,301206,3012.06,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1212994.395,4927.498644
1121,1,1121,301300,3013,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1706120.449,7301.239374
1122,1,1122,301400,3014,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2340598.922,7056.166525
1123,1,1123,301501,3015.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,884699.2031,5194.409391
1124,1,1124,301502,3015.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,989933.293,5591.668897
1125,2,1125,301601,3016.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3307476.434,9625.157574
1126,1,1126,301602,3016.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1456895.891,5713.399064
1127,1,1127,301701,3017.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1364411.383,5713.978113
1128,2,1128,301702,3017.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1213563.793,4550.045228
1129,1,1129,301801,3018.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1058849.629,4108.506678
1130,1,1130,301802,3018.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,701169.6406,3483.572414
1131,1,1131,301901,3019.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,672228.1406,3606.903108
1132,1,1132,301902,3019.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,934381.3164,4703.712679
1133,1,1133,302002,3020.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,735951.1836,3546.498926
1134,1,1134,302003,3020.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,347168.3477,2441.306661
1135,1,1135,302004,3020.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,497374.5586,2845.906545
1136,2,1136,302102,3021.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1515365.273,6736.275591
1137,1,1137,302103,3021.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,805966.6406,3525.704109
1138,2,1138,302104,3021.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,833415.3047,4525.525339
1139,1,1139,302201,3022.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,728365.5039,3933.598023
1140,1,1140,302202,3022.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,748621.1875,4035.371038
1141,1,1141,302301,3023.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1025334.379,4861.411931
1142,1,1142,302302,3023.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,926410.1758,4449.146061
1143,2,1143,302401,3024.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2006892.832,6640.652518
1144,1,1144,302503,3025.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,477967.8398,3669.699956
1145,1,1145,302504,3025.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,551918.8867,4218.614806
1146,2,1146,302505,3025.05,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,784158.418,5785.126018
1147,2,1147,302506,3025.06,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1325882.438,5541.25759
1148,1,1148,310100,3101,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,19226060.48,21176.4635
1149,1,1149,310201,3102.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1611922.145,5159.077091
1150,1,1150,310202,3102.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1327201.316,4962.889668
1151,1,1151,310300,3103,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1555136.059,6866.634021
1152,1,1152,310400,3104,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2061711.492,7497.968929
1153,1,1153,310501,3105.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2880279.02,9205.805072
1154,1,1154,310601,3106.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1505810.773,6938.225624
1155,1,1155,310602,3106.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1305460.43,5138.196552
1156,1,1156,310701,3107.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,754961.9414,4394.749888
1157,1,1157,310703,3107.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1456947.191,5947.300684
1158,1,1158,310704,3107.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,725451.4844,3580.031707
1159,1,1159,310705,3107.05,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,815794.2383,3746.740173
1160,1,1160,310800,3108,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3141546.906,8680.251493
1161,1,1161,310900,3109,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3183105.176,7903.961626
1162,1,1162,311000,3110,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1937426.461,5769.859262
1163,1,1163,311100,3111,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2497575.18,6656.327944
