OBJECTID_12,Join_Count,TARGET_FID,CT20,LABEL,NAME,SUP_NAME,DIST_SUP,CITYNAME_ALF,NAME_1,JURISDICTION,AREA_NUM,AREA_NAME,Shape__Area,Shape__Length
1222,2,1222,402404,4024.04,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,WALNUT ISLANDS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,5974927.613,13183.7503
1250,1,1250,403325,4033.25,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,SOUTH DIAMOND BAR,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,24942594.87,30915.1552
1261,2,1261,403500,4035,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,WALNUT ISLANDS,WALNUT ISLANDS,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,7184811.367,13788.50938
1271,2,1271,404000,4040,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,COVINA ISLANDS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1932501.113,5941.924886
1272,1,1272,404100,4041,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,COVINA ISLANDS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1972686.594,5985.005607
1274,2,1274,404203,4042.03,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,COVINA ISLANDS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,943456.7695,3904.618938
1301,1,1301,405400,4054,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,EAST IRWINDALE,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1942521.422,7493.392325
1304,1,1304,405701,4057.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,EAST IRWINDALE,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1526029.27,5394.739723
1320,1,1320,406903,4069.03,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,WEST PUENTE VALLEY,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2865100.379,7330.962064
1321,1,1321,407001,4070.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,WEST PUENTE VALLEY,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1449142.891,5210.113023
1327,1,1327,407301,4073.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,WEST PUENTE VALLEY,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1444942.488,5672.121337
1328,1,1328,407302,4073.02,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,WEST PUENTE VALLEY,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1173592.891,4525.922704
1330,1,1330,407501,4075.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,VALINDA,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1651991.082,6276.025902
1331,1,1331,407502,4075.02,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,VALINDA,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1503691.84,5796.014239
1336,1,1336,407801,4078.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,VALINDA,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1564176.672,4836.023824
1338,1,1338,407901,4079.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,VALINDA,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1497026.168,5195.002364
1349,1,1349,408138,4081.38,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,SOUTH SAN JOSE HILLS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1306056.789,5951.541709
1350,1,1350,408139,4081.39,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,SOUTH SAN JOSE HILLS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1144492.477,4800.18335
1351,1,1351,408140,4081.4,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,SOUTH SAN JOSE HILLS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1331756.211,5035.642852
1352,1,1352,408141,4081.41,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,SOUTH SAN JOSE HILLS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1639681.82,6349.705708
1353,1,1353,408212,4082.12,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,4158206.34,8350.517798
1354,1,1354,408213,4082.13,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2257705.688,7732.129946
1355,1,1355,408301,4083.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,AVOCADO HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,3968018.539,11418.82437
1356,1,1356,408302,4083.02,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,AVOCADO HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,4959224.43,11973.67386
1357,1,1357,408303,4083.03,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,AVOCADO HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2811408.336,10189.52951
1358,1,1358,408401,4084.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1691002.965,6267.711677
1359,2,1359,408402,4084.02,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,16882851.85,22623.75674
1360,2,1360,408503,4085.03,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,6129071.207,14171.42409
1361,1,1361,408504,4085.04,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2068139.535,6852.176413
1362,1,1362,408505,4085.05,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2903255.988,8166.655554
1363,1,1363,408623,4086.23,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,1400472.059,5016.382615
1364,1,1364,408624,4086.24,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2011434.934,6806.132825
1365,1,1365,408625,4086.25,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,3133405.313,7574.309446
1366,1,1366,408626,4086.26,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,3640607.582,9705.453525
1367,2,1367,408627,4086.27,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,4556444.051,11871.60753
1368,2,1368,408628,4086.28,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,3440215.922,9753.548892
1369,2,1369,408629,4086.29,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2584522.313,7233.552119
1370,1,1370,408631,4086.31,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,HACIENDA HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2153963.285,6167.443492
1371,2,1371,408703,4087.03,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,24937983.1,26000.00454
1372,1,1372,408705,4087.05,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2811163.035,7030.818692
1373,1,1373,408707,4087.07,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,7221100.871,14119.45878
1374,1,1374,408722,4087.22,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,3069149.363,7992.230772
1375,1,1375,408724,4087.24,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,778023.707,3731.570468
1376,1,1376,408725,4087.25,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,ROWLAND HEIGHTS,,UNINCORPORATED AREA,6,East San Gabriel Valley Planning Area,2839334.977,9575.442292
